reference,country,date,sentiment_scores,sentiment_entropy
r170608a_BOJ,japan,2017-06-08,"{'positive': 0.18018018018018017, 'neutral': 0.6216216216216216, 'negative': 0.1981981981981982}",0.9251074241756345
r170622a_BOJ,japan,2017-06-22,"{'positive': 0.3474576271186441, 'neutral': 0.5254237288135594, 'negative': 0.1271186440677966}",0.9676376784978219
r170726a_BOJ,japan,2017-07-26,"{'positive': 0.42328042328042326, 'neutral': 0.4497354497354497, 'negative': 0.12698412698412698}",0.985340774298065
r170802a_BOJ,japan,2017-08-02,"{'positive': 0.5098039215686274, 'neutral': 0.38235294117647056, 'negative': 0.10784313725490197}",0.9512431508717955
r170831a_BOJ,japan,2017-08-31,"{'positive': 0.49514563106796117, 'neutral': 0.4368932038834951, 'negative': 0.06796116504854369}",0.8925514119967018
r170925a_BOJ,japan,2017-09-25,"{'positive': 0.36538461538461536, 'neutral': 0.5673076923076923, 'negative': 0.0673076923076923}",0.8710798000699562
r171004a_BOJ,japan,2017-10-04,"{'positive': 0.14432989690721648, 'neutral': 0.8556701030927835, 'negative': 0}",0.41274630776388543
r171005a_BOJ,japan,2017-10-05,"{'positive': 0.31843575418994413, 'neutral': 0.6089385474860335, 'negative': 0.07262569832402235}",0.8569099227315595
r171018a_BOJ,japan,2017-10-18,"{'positive': 0.21739130434782608, 'neutral': 0.6847826086956522, 'negative': 0.09782608695652174}",0.8184499419428191
r171018b_BOJ,japan,2017-10-18,"{'positive': 0.48823529411764705, 'neutral': 0.37058823529411766, 'negative': 0.1411764705882353}",0.9943010832965271
r171101a_BOJ,japan,2017-11-01,"{'positive': 0.2391304347826087, 'neutral': 0.7282608695652174, 'negative': 0.03260869565217391}",0.6846888342329315
r171106a_BOJ,japan,2017-11-06,"{'positive': 0.4482758620689655, 'neutral': 0.4827586206896552, 'negative': 0.06896551724137931}",0.8956600154094572
r171108a_BOJ,japan,2017-11-08,"{'positive': 0.4583333333333333, 'neutral': 0.5, 'negative': 0.041666666666666664}",0.8365651720880255
r171113a_BOJ,japan,2017-11-13,"{'positive': 0.21323529411764705, 'neutral': 0.6323529411764706, 'negative': 0.15441176470588236}",0.907798872944866
r171128a_BOJ,japan,2017-11-28,"{'positive': 0.2926829268292683, 'neutral': 0.6422764227642277, 'negative': 0.06504065040650407}",0.8217079776264553
r171129a_BOJ,japan,2017-11-29,"{'positive': 0.1328125, 'neutral': 0.61328125, 'negative': 0.25390625}",0.9160289217457724
r171130a_BOJ,japan,2017-11-30,"{'positive': 0.21568627450980393, 'neutral': 0.5784313725490197, 'negative': 0.20588235294117646}",0.9728883588086605
r171204a_BOJ,japan,2017-12-04,"{'positive': 0.25925925925925924, 'neutral': 0.7283950617283951, 'negative': 0.012345679012345678}",0.6350703845165212
r171206a_BOJ,japan,2017-12-06,"{'positive': 0.3949579831932773, 'neutral': 0.5294117647058824, 'negative': 0.07563025210084033}",0.8988760457244261
r171207a_BOJ,japan,2017-12-07,"{'positive': 0.3355263157894737, 'neutral': 0.5855263157894737, 'negative': 0.07894736842105263}",0.8802579947110325
r171226a_BOJ,japan,2017-12-26,"{'positive': 0.40789473684210525, 'neutral': 0.48026315789473684, 'negative': 0.1118421052631579}",0.9630219818621719
r180109a_BOJ,japan,2018-01-09,"{'positive': 0.22885572139303484, 'neutral': 0.6915422885572139, 'negative': 0.07960199004975124}",0.7939974428874288
r180131a_BOJ,japan,2018-01-31,"{'positive': 0.40625, 'neutral': 0.45625, 'negative': 0.1375}",0.9967885294780026
r180208a_BOJ,japan,2018-02-08,"{'positive': 0.46808510638297873, 'neutral': 0.39361702127659576, 'negative': 0.13829787234042554}",0.9959261832568149
r180301a_BOJ,japan,2018-03-01,"{'positive': 0.38738738738738737, 'neutral': 0.4954954954954955, 'negative': 0.11711711711711711}",0.9664736985230633
r180416a_BOJ,japan,2018-04-16,"{'positive': 0.19047619047619047, 'neutral': 0.7936507936507936, 'negative': 0.015873015873015872}",0.5650390110127501
r180510a_BOJ,japan,2018-05-10,"{'positive': 0.3918918918918919, 'neutral': 0.46621621621621623, 'negative': 0.14189189189189189}",0.9999554182161752
r180522a_BOJ,japan,2018-05-22,"{'positive': 0.5769230769230769, 'neutral': 0.38461538461538464, 'negative': 0.038461538461538464}",0.8101502323878818
r180524a_BOJ,japan,2018-05-24,"{'positive': 0.43452380952380953, 'neutral': 0.375, 'negative': 0.19047619047619047}",1.0458415040693878
r180530a_BOJ,japan,2018-05-30,"{'positive': 0.3333333333333333, 'neutral': 0.5238095238095238, 'negative': 0.14285714285714285}",0.9829007277151565
r180621a_BOJ,japan,2018-06-21,"{'positive': 0.4077669902912621, 'neutral': 0.4854368932038835, 'negative': 0.10679611650485436}",0.9555045004617634
r180625a_BOJ,japan,2018-06-25,"{'positive': 0.2887323943661972, 'neutral': 0.44366197183098594, 'negative': 0.2676056338028169}",1.0720086310720647
r180704a_BOJ,japan,2018-07-04,"{'positive': 0.19696969696969696, 'neutral': 0.6515151515151515, 'negative': 0.15151515151515152}",0.885082051848189
r180705a_BOJ,japan,2018-07-05,"{'positive': 0.34306569343065696, 'neutral': 0.5328467153284672, 'negative': 0.12408759124087591}",0.9614035292357089
r180802a_BOJ,japan,2018-08-02,"{'positive': 0.35251798561151076, 'neutral': 0.5467625899280576, 'negative': 0.10071942446043165}",0.9288499684990695
r180803a_BOJ,japan,2018-08-03,"{'positive': 0.2, 'neutral': 0.8, 'negative': 0}",0.5004024235381879
r180829a_BOJ,japan,2018-08-29,"{'positive': 0.38461538461538464, 'neutral': 0.4755244755244755, 'negative': 0.13986013986013987}",0.9960999127015787
r180903a_BOJ,japan,2018-09-03,"{'positive': 0.23684210526315788, 'neutral': 0.618421052631579, 'negative': 0.14473684210526316}",0.9180954860325706
r180906a_BOJ,japan,2018-09-06,"{'positive': 0.2962962962962963, 'neutral': 0.49074074074074076, 'negative': 0.21296296296296297}",1.0391183819925147
r180925a_BOJ,japan,2018-09-25,"{'positive': 0.33035714285714285, 'neutral': 0.5535714285714286, 'negative': 0.11607142857142858}",0.9432253330126663
r181011a_BOJ,japan,2018-10-11,"{'positive': 0.4, 'neutral': 0.4230769230769231, 'negative': 0.17692307692307693}",1.0368854849141165
r181015a_BOJ,japan,2018-10-15,"{'positive': 0.1702127659574468, 'neutral': 0.7872340425531915, 'negative': 0.0425531914893617}",0.6240669748505929
r181020a_BOJ,japan,2018-10-20,"{'positive': 0.12875536480686695, 'neutral': 0.8111587982832618, 'negative': 0.060085836909871244}",0.6026568659659122
r181025a_BOJ,japan,2018-10-25,"{'positive': 0.11333333333333333, 'neutral': 0.7533333333333333, 'negative': 0.13333333333333333}",0.7288079885327226
r181105a_BOJ,japan,2018-11-05,"{'positive': 0.3870967741935484, 'neutral': 0.4435483870967742, 'negative': 0.1693548387096774}",1.0287013647699035
r181107a_BOJ,japan,2018-11-07,"{'positive': 0.4766355140186916, 'neutral': 0.411214953271028, 'negative': 0.11214953271028037}",0.9639846198936808
r181119a_BOJ,japan,2018-11-19,"{'positive': 0.1935483870967742, 'neutral': 0.5591397849462365, 'negative': 0.24731182795698925}",0.9884303321345932
r181129a_BOJ,japan,2018-11-29,"{'positive': 0.25210084033613445, 'neutral': 0.6302521008403361, 'negative': 0.11764705882352941}",0.8900954882400878
r181130a_BOJ,japan,2018-11-30,"{'positive': 0.20408163265306123, 'neutral': 0.7755102040816326, 'negative': 0.02040816326530612}",0.6009197879158692
r181205a_BOJ,japan,2018-12-05,"{'positive': 0.2802547770700637, 'neutral': 0.535031847133758, 'negative': 0.18471337579617833}",1.0030959068460814
r181206a_BOJ,japan,2018-12-06,"{'positive': 0.38461538461538464, 'neutral': 0.5, 'negative': 0.11538461538461539}",0.9632492517543757
r181207a_BOJ,japan,2018-12-07,"{'positive': 0.38461538461538464, 'neutral': 0.5, 'negative': 0.11538461538461539}",0.9632492517543757
r181226a_BOJ,japan,2018-12-26,"{'positive': 0.4066666666666667, 'neutral': 0.44666666666666666, 'negative': 0.14666666666666667}",1.007430992845258
r190117c_BOJ,japan,2019-01-17,"{'positive': 0.10344827586206896, 'neutral': 0.8275862068965517, 'negative': 0.06896551724137931}",0.5757295142804425
r190117a_BOJ,japan,2019-01-17,"{'positive': 0.23809523809523808, 'neutral': 0.7619047619047619, 'negative': 0}",0.5488743844849944
r190131a_BOJ,japan,2019-01-31,"{'positive': 0.33088235294117646, 'neutral': 0.5294117647058824, 'negative': 0.13970588235294118}",0.9776246415229436
r190227a_BOJ,japan,2019-02-27,"{'positive': 0.20833333333333334, 'neutral': 0.59375, 'negative': 0.19791666666666666}",0.9569220629072992
r190228a_BOJ,japan,2019-02-28,"{'positive': 0.3816793893129771, 'neutral': 0.5114503816793893, 'negative': 0.10687022900763359}",0.9495304652987421
r190306a_BOJ,japan,2019-03-06,"{'positive': 0.25, 'neutral': 0.47549019607843135, 'negative': 0.27450980392156865}",1.054934862153348
r190315a_BOJ,japan,2019-03-15,"{'positive': 0.16883116883116883, 'neutral': 0.6883116883116883, 'negative': 0.14285714285714285}",0.8354072261907681
r190509a_BOJ,japan,2019-05-09,"{'positive': 0.4, 'neutral': 0.4, 'negative': 0.2}",1.0549201679861442
r190517a_BOJ,japan,2019-05-17,"{'positive': 0.29577464788732394, 'neutral': 0.5492957746478874, 'negative': 0.15492957746478872}",0.9783034912380736
r190522a_BOJ,japan,2019-05-22,"{'positive': 0.27607361963190186, 'neutral': 0.4539877300613497, 'negative': 0.26993865030674846}",1.067339324554146
r190527a_BOJ,japan,2019-05-27,"{'positive': 0.18421052631578946, 'neutral': 0.6403508771929824, 'negative': 0.17543859649122806}",0.9023988355251599
r190529a_BOJ,japan,2019-05-29,"{'positive': 0.07407407407407407, 'neutral': 0.7407407407407407, 'negative': 0.18518518518518517}",0.7273876291758027
r190530a_BOJ,japan,2019-05-30,"{'positive': 0.37349397590361444, 'neutral': 0.41566265060240964, 'negative': 0.21084337349397592}",1.060946445934037
r190606a_BOJ,japan,2019-06-06,"{'positive': 0.22429906542056074, 'neutral': 0.6822429906542056, 'negative': 0.09345794392523364}",0.8176635815448623
r190607a_BOJ,japan,2019-06-07,"{'positive': 0.20754716981132076, 'neutral': 0.6981132075471698, 'negative': 0.09433962264150944}",0.7999522846693127
r190608a_BOJ,japan,2019-06-08,"{'positive': 0.13333333333333333, 'neutral': 0.7666666666666667, 'negative': 0.1}",0.7026180057670108
r190611a_BOJ,japan,2019-06-11,"{'positive': 0.2765957446808511, 'neutral': 0.6170212765957447, 'negative': 0.10638297872340426}",0.8917835532254156
r190627a_BOJ,japan,2019-06-27,"{'positive': 0.2573099415204678, 'neutral': 0.5789473684210527, 'negative': 0.16374269005847952}",0.961997267960943
r190703a_BOJ,japan,2019-07-03,"{'positive': 0.5208333333333334, 'neutral': 0.3958333333333333, 'negative': 0.08333333333333333}",0.9136715594423295
r190705a_BOJ,japan,2019-07-05,"{'positive': 0.1657754010695187, 'neutral': 0.7754010695187166, 'negative': 0.058823529411764705}",0.6618206810748812
r190722a_BOJ,japan,2019-07-22,"{'positive': 0.19727891156462585, 'neutral': 0.6054421768707483, 'negative': 0.19727891156462585}",0.9442298993952267
r190801a_BOJ,japan,2019-08-01,"{'positive': 0.4025157232704403, 'neutral': 0.4528301886792453, 'negative': 0.14465408805031446}",1.0047227879400715
r190829a_BOJ,japan,2019-08-29,"{'positive': 0.336, 'neutral': 0.44, 'negative': 0.224}",1.0628163337775565
r190904a_BOJ,japan,2019-09-04,"{'positive': 0.18803418803418803, 'neutral': 0.5641025641025641, 'negative': 0.24786324786324787}",0.9829284132829288
r190904b_BOJ,japan,2019-09-04,"{'positive': 0.2830188679245283, 'neutral': 0.7169811320754716, 'negative': 0}",0.5957819685306915
r190924a_BOJ,japan,2019-09-24,"{'positive': 0.32231404958677684, 'neutral': 0.5041322314049587, 'negative': 0.17355371900826447}",1.0141609496808726
r190925a_BOJ,japan,2019-09-25,"{'positive': 0.3275862068965517, 'neutral': 0.4827586206896552, 'negative': 0.1896551724137931}",1.0324617193421062
r191003b_BOJ,japan,2019-10-03,"{'positive': 0.3958333333333333, 'neutral': 0.4270833333333333, 'negative': 0.17708333333333334}",1.0367507367445554
r191003a_BOJ,japan,2019-10-03,"{'positive': 0.36666666666666664, 'neutral': 0.46190476190476193, 'negative': 0.17142857142857143}",1.0269805584223173
r191010a_BOJ,japan,2019-10-10,"{'positive': 0.2982456140350877, 'neutral': 0.7017543859649122, 'negative': 0}",0.6093704781237936
r191020a_BOJ,japan,2019-10-20,"{'positive': 0.2698412698412698, 'neutral': 0.6587301587301587, 'negative': 0.07142857142857142}",0.8169561174269298
r191105a_BOJ,japan,2019-11-05,"{'positive': 0.31896551724137934, 'neutral': 0.5344827586206896, 'negative': 0.14655172413793102}",0.9807374196444021
r191107b_BOJ,japan,2019-11-07,"{'positive': 0.17647058823529413, 'neutral': 0.6832579185520362, 'negative': 0.14027149321266968}",0.841865131847394
r191119a_BOJ,japan,2019-11-19,"{'positive': 0.36363636363636365, 'neutral': 0.45454545454545453, 'negative': 0.18181818181818182}",1.0361987848192837
r191127a_BOJ,japan,2019-11-27,"{'positive': 0.3575757575757576, 'neutral': 0.503030303030303, 'negative': 0.1393939393939394}",0.9880373126646684
r191128b_BOJ,japan,2019-11-28,"{'positive': 0.15714285714285714, 'neutral': 0.7714285714285715, 'negative': 0.07142857142857142}",0.6795070123718818
r191128a_BOJ,japan,2019-11-28,"{'positive': 0.1342281879194631, 'neutral': 0.7718120805369127, 'negative': 0.09395973154362416}",0.6916735351570886
r191129a_BOJ,japan,2019-11-29,"{'positive': 0.36363636363636365, 'neutral': 0.45454545454545453, 'negative': 0.18181818181818182}",1.0361987848192837
r191204a_BOJ,japan,2019-12-04,"{'positive': 0.19383259911894274, 'neutral': 0.7048458149779736, 'negative': 0.1013215859030837}",0.7965424346788201
r191205a_BOJ,japan,2019-12-05,"{'positive': 0.21962616822429906, 'neutral': 0.5467289719626168, 'negative': 0.2336448598130841}",1.0027403237923302
r191208a_BOJ,japan,2019-12-08,"{'positive': 0.2391304347826087, 'neutral': 0.6739130434782609, 'negative': 0.08695652173913043}",0.820475553352113
r191212a_BOJ,japan,2019-12-12,"{'positive': 0.33548387096774196, 'neutral': 0.45161290322580644, 'negative': 0.2129032258064516}",1.0547535695767745
r191226a_BOJ,japan,2019-12-26,"{'positive': 0.42424242424242425, 'neutral': 0.4484848484848485, 'negative': 0.12727272727272726}",0.9857608979444863
r200130a_BOJ,japan,2020-01-30,"{'positive': 0.13580246913580246, 'neutral': 0.8209876543209876, 'negative': 0.043209876543209874}",0.5688263409684124
r200205a_BOJ,japan,2020-02-05,"{'positive': 0.24293785310734464, 'neutral': 0.5819209039548022, 'negative': 0.1751412429378531}",0.9639333817178111
r200206a_BOJ,japan,2020-02-06,"{'positive': 0.3017241379310345, 'neutral': 0.5431034482758621, 'negative': 0.15517241379310345}",0.9821991432018216
r200214a_BOJ,japan,2020-02-14,"{'positive': 0.17692307692307693, 'neutral': 0.7384615384615385, 'negative': 0.08461538461538462}",0.739298747778161
r200227a_BOJ,japan,2020-02-27,"{'positive': 0.14150943396226415, 'neutral': 0.8301886792452831, 'negative': 0.02830188679245283}",0.5320973058420704
r200227b_BOJ,japan,2020-02-27,"{'positive': 0.24210526315789474, 'neutral': 0.45263157894736844, 'negative': 0.30526315789473685}",1.0644079335921053
r200512a_BOJ,japan,2020-05-12,"{'positive': 0.3076923076923077, 'neutral': 0.38461538461538464, 'negative': 0.3076923076923077}",1.0928305535284886
r200514a_BOJ,japan,2020-05-14,"{'positive': 0.2818181818181818, 'neutral': 0.5, 'negative': 0.21818181818181817}",1.0356601798362695
r200526a_BOJ,japan,2020-05-26,"{'positive': 0.23076923076923078, 'neutral': 0.46153846153846156, 'negative': 0.3076923076923077}",1.0579054247036734
r200626a_BOJ,japan,2020-06-26,"{'positive': 0.23255813953488372, 'neutral': 0.5813953488372093, 'negative': 0.18604651162790697}",0.967402932319512
r200729a_BOJ,japan,2020-07-29,"{'positive': 0.2542372881355932, 'neutral': 0.5649717514124294, 'negative': 0.1807909604519774}",0.9799893962570789
r200805a_BOJ,japan,2020-08-05,"{'positive': 0.22641509433962265, 'neutral': 0.5849056603773585, 'negative': 0.18867924528301888}",0.964662968902386
r200827a_BOJ,japan,2020-08-27,"{'positive': 0.30434782608695654, 'neutral': 0.41304347826086957, 'negative': 0.2826086956521739}",1.0843917254939652
r200902a_BOJ,japan,2020-09-02,"{'positive': 0.26424870466321243, 'neutral': 0.5751295336787565, 'negative': 0.16062176165803108}",0.9635473756735424
r200903a_BOJ,japan,2020-09-03,"{'positive': 0.20168067226890757, 'neutral': 0.5462184873949579, 'negative': 0.25210084033613445}",1.0005992416709264
r200923a_BOJ,japan,2020-09-23,"{'positive': 0.3375, 'neutral': 0.475, 'negative': 0.1875}",1.034068853820723
r201007a_BOJ,japan,2020-10-07,"{'positive': 0.3541666666666667, 'neutral': 0.4583333333333333, 'negative': 0.1875}",1.0390638855148784
r201021a_BOJ,japan,2020-10-21,"{'positive': 0.32857142857142857, 'neutral': 0.5, 'negative': 0.17142857142857143}",1.0146034003928457
r201104a_BOJ,japan,2020-11-04,"{'positive': 0.3707865168539326, 'neutral': 0.42696629213483145, 'negative': 0.20224719101123595}",1.0544822659104829
r201106a_BOJ,japan,2020-11-06,"{'positive': 0.168141592920354, 'neutral': 0.6814159292035398, 'negative': 0.1504424778761062}",0.846131314855246
r201112a_BOJ,japan,2020-11-12,"{'positive': 0.21875, 'neutral': 0.6145833333333334, 'negative': 0.16666666666666666}",0.9302742337754837
r201116a_BOJ,japan,2020-11-16,"{'positive': 0.2839506172839506, 'neutral': 0.5185185185185185, 'negative': 0.19753086419753085}",1.0184008770167794
r201124a_BOJ,japan,2020-11-24,"{'positive': 0.16, 'neutral': 0.62, 'negative': 0.22}",0.9227033319629401
r201202a_BOJ,japan,2020-12-02,"{'positive': 0.3448275862068966, 'neutral': 0.4068965517241379, 'negative': 0.2482758620689655}",1.0789231131359902
r201203a_BOJ,japan,2020-12-03,"{'positive': 0.3237410071942446, 'neutral': 0.33093525179856115, 'negative': 0.34532374100719426}",1.098251164772839
r201224a_BOJ,japan,2020-12-24,"{'positive': 0.23125, 'neutral': 0.54375, 'negative': 0.225}",1.0055197472637953
r210203a_BOJ,japan,2021-02-03,"{'positive': 0.28342245989304815, 'neutral': 0.5454545454545454, 'negative': 0.1711229946524064}",0.9900591662511142
r210210a_BOJ,japan,2021-02-10,"{'positive': 0.2891566265060241, 'neutral': 0.5060240963855421, 'negative': 0.20481927710843373}",1.0282376831555395
r210303a_BOJ,japan,2021-03-03,"{'positive': 0.24444444444444444, 'neutral': 0.5111111111111111, 'negative': 0.24444444444444444}",1.0317722015939954
r210305a_BOJ,japan,2021-03-05,"{'positive': 0.3333333333333333, 'neutral': 0.5, 'negative': 0.16666666666666666}",1.0114042647073518
r210308a_BOJ,japan,2021-03-08,"{'positive': 0.3959731543624161, 'neutral': 0.4899328859060403, 'negative': 0.11409395973154363}",0.9640612371989781
r210316a_BOJ,japan,2021-03-16,"{'positive': 0.15517241379310345, 'neutral': 0.8275862068965517, 'negative': 0.017241379310344827}",0.5157418084842686
r210325a_BOJ,japan,2021-03-25,"{'positive': 0.20512820512820512, 'neutral': 0.7692307692307693, 'negative': 0.02564102564102564}",0.620703856814176
r210326a_BOJ,japan,2021-03-26,"{'positive': 0.07692307692307693, 'neutral': 0.8717948717948718, 'negative': 0.05128205128205128}",0.4692439778200642
r210330a_BOJ,japan,2021-03-30,"{'positive': 0.36363636363636365, 'neutral': 0.5757575757575758, 'negative': 0.06060606060606061}",0.855613174716836
r210513a_BOJ,japan,2021-05-13,"{'positive': 0.32142857142857145, 'neutral': 0.5357142857142857, 'negative': 0.14285714285714285}",0.9771705224238221
r210519a_BOJ,japan,2021-05-19,"{'positive': 0.4326241134751773, 'neutral': 0.45390070921985815, 'negative': 0.11347517730496454}",0.9679567513325833
r210524a_BOJ,japan,2021-05-24,"{'positive': 0.14285714285714285, 'neutral': 0.7142857142857143, 'negative': 0.14285714285714285}",0.7963116401738131
r210526a_BOJ,japan,2021-05-26,"{'positive': 0.3359375, 'neutral': 0.46875, 'negative': 0.1953125}",1.0405914019676308
r210602a_BOJ,japan,2021-06-02,"{'positive': 0.3783783783783784, 'neutral': 0.4864864864864865, 'negative': 0.13513513513513514}",0.9887372688897627
r210608a_BOJ,japan,2021-06-08,"{'positive': 0.08771929824561403, 'neutral': 0.8596491228070176, 'negative': 0.05263157894736842}",0.49845089878901444
r210721a_BOJ,japan,2021-07-21,"{'positive': 0.3619047619047619, 'neutral': 0.49523809523809526, 'negative': 0.14285714285714285}",0.9938298696587611
r210727a_BOJ,japan,2021-07-27,"{'positive': 0.09923664122137404, 'neutral': 0.8015267175572519, 'negative': 0.09923664122137404}",0.6358498418229843
r210825a_BOJ,japan,2021-08-25,"{'positive': 0.3509933774834437, 'neutral': 0.46357615894039733, 'negative': 0.18543046357615894}",1.0363403358439092
r210901a_BOJ,japan,2021-09-01,"{'positive': 0.24390243902439024, 'neutral': 0.5658536585365853, 'negative': 0.1902439024390244}",0.9820513613881554
r210902a_BOJ,japan,2021-09-02,"{'positive': 0.304, 'neutral': 0.536, 'negative': 0.16}",0.9894551369832836
r210927a_BOJ,japan,2021-09-27,"{'positive': 0.35365853658536583, 'neutral': 0.4024390243902439, 'negative': 0.24390243902439024}",1.0780488317876504
r211005a_BOJ,japan,2021-10-05,"{'positive': 0.21739130434782608, 'neutral': 0.7391304347826086, 'negative': 0.043478260869565216}",0.6915021980540985
r211006a_BOJ,japan,2021-10-06,"{'positive': 0.2857142857142857, 'neutral': 0.5285714285714286, 'negative': 0.18571428571428572}",1.0075959579648432
r211014a_BOJ,japan,2021-10-14,"{'positive': 0.2937062937062937, 'neutral': 0.5104895104895105, 'negative': 0.1958041958041958}",1.0223733753183708
r211015a_BOJ,japan,2021-10-15,"{'positive': 0.1016949152542373, 'neutral': 0.7966101694915254, 'negative': 0.1016949152542373}",0.6460450555818311
r211115a_BOJ,japan,2021-11-15,"{'positive': 0.42857142857142855, 'neutral': 0.3673469387755102, 'negative': 0.20408163265306123}",1.0553404253705594
r211129a_BOJ,japan,2021-11-29,"{'positive': 0.2, 'neutral': 0.7846153846153846, 'negative': 0.015384615384615385}",0.5764265173427049
r211201a_BOJ,japan,2021-12-01,"{'positive': 0.23140495867768596, 'neutral': 0.5785123966942148, 'negative': 0.19008264462809918}",0.970891701012185
r211202a_BOJ,japan,2021-12-02,"{'positive': 0.34532374100719426, 'neutral': 0.4676258992805755, 'negative': 0.18705035971223022}",1.0361765874087228
r211208a_BOJ,japan,2021-12-08,"{'positive': 0.3484848484848485, 'neutral': 0.4090909090909091, 'negative': 0.24242424242424243}",1.0765428949912161
r211223a_BOJ,japan,2021-12-23,"{'positive': 0.34814814814814815, 'neutral': 0.5111111111111111, 'negative': 0.14074074074074075}",0.9863516176847553
r220203a_BOJ,japan,2022-02-03,"{'positive': 0.3314917127071823, 'neutral': 0.5193370165745856, 'negative': 0.14917127071823205}",0.9901104088966364
r220209a_BOJ,japan,2022-02-09,"{'positive': 0.375, 'neutral': 0.4513888888888889, 'negative': 0.1736111111111111}",1.0308396420802213
r220303a_BOJ,japan,2022-03-03,"{'positive': 0.422680412371134, 'neutral': 0.4536082474226804, 'negative': 0.12371134020618557}",0.9811060462896084
r220324a_BOJ,japan,2022-03-24,"{'positive': 0.25, 'neutral': 0.4827586206896552, 'negative': 0.2672413793103448}",1.0507895265389884
r220329a_BOJ,japan,2022-03-29,"{'positive': 0.20588235294117646, 'neutral': 0.5294117647058824, 'negative': 0.2647058823529412}",1.013916881041334
r220329b_BOJ,japan,2022-03-29,"{'positive': 0.1864406779661017, 'neutral': 0.7627118644067796, 'negative': 0.05084745762711865}",0.6712239370167229
r220405a_BOJ,japan,2022-04-05,"{'positive': 0.4230769230769231, 'neutral': 0.34615384615384615, 'negative': 0.23076923076923078}",1.0695416913993137
r220407a_BOJ,japan,2022-04-07,"{'positive': 0.29878048780487804, 'neutral': 0.5121951219512195, 'negative': 0.18902439024390244}",1.0185163726455486
r220413a_BOJ,japan,2022-04-13,"{'positive': 0.13114754098360656, 'neutral': 0.8360655737704918, 'negative': 0.03278688524590164}",0.5281700287061114
r220422a_BOJ,japan,2022-04-22,"{'positive': 0.3422818791946309, 'neutral': 0.4697986577181208, 'negative': 0.18791946308724833}",1.036030195225315
r220513a_BOJ,japan,2022-05-13,"{'positive': 0.3185840707964602, 'neutral': 0.4336283185840708, 'negative': 0.24778761061946902}",1.0724532817499832
r220525a_BOJ,japan,2022-05-25,"{'positive': 0.19047619047619047, 'neutral': 0.6904761904761905, 'negative': 0.11904761904761904}",0.824948166730584
r220601a_BOJ,japan,2022-06-01,"{'positive': 0.23076923076923078, 'neutral': 0.6089743589743589, 'negative': 0.16025641025641027}",0.9338503527099451
r220602a_BOJ,japan,2022-06-02,"{'positive': 0.20666666666666667, 'neutral': 0.58, 'negative': 0.21333333333333335}",0.971360903752392
r220606a_BOJ,japan,2022-06-06,"{'positive': 0.2677165354330709, 'neutral': 0.5826771653543307, 'negative': 0.14960629921259844}",0.9517349971812652
r220607a_BOJ,japan,2022-06-07,"{'positive': 0.46153846153846156, 'neutral': 0.34615384615384615, 'negative': 0.19230769230769232}",1.0411315166502328
r220728a_BOJ,japan,2022-07-28,"{'positive': 0.39166666666666666, 'neutral': 0.425, 'negative': 0.18333333333333332}",1.0418002550887433
r220825a_BOJ,japan,2022-08-25,"{'positive': 0.4140625, 'neutral': 0.3671875, 'negative': 0.21875}",1.0654354593607038
r220831a_BOJ,japan,2022-08-31,"{'positive': 0.33707865168539325, 'neutral': 0.47191011235955055, 'negative': 0.19101123595505617}",1.0371456701060522
r220926a_BOJ,japan,2022-09-26,"{'positive': 0.45, 'neutral': 0.38, 'negative': 0.17}",1.0282430564058642
r221019a_BOJ,japan,2022-10-19,"{'positive': 0.25517241379310346, 'neutral': 0.5172413793103449, 'negative': 0.22758620689655173}",1.0263867023415851
r000101a_SRB,sweden,1900-01-01,"{'positive': 0.3108108108108108, 'neutral': 0.5608108108108109, 'negative': 0.12837837837837837}",0.9510932515358828
r960125a_SRB,sweden,1996-01-25,"{'positive': 0.2565789473684211, 'neutral': 0.5921052631578947, 'negative': 0.1513157894736842}",0.9450769583781811
r960130a_SRB,sweden,1996-01-30,"{'positive': 0.2847222222222222, 'neutral': 0.5694444444444444, 'negative': 0.14583333333333334}",0.959102159279214
r960221a_SRB,sweden,1996-02-21,"{'positive': 0.1686746987951807, 'neutral': 0.6626506024096386, 'negative': 0.1686746987951807}",0.8730944581940299
r960319a_SRB,sweden,1996-03-19,"{'positive': 0.16981132075471697, 'neutral': 0.7358490566037735, 'negative': 0.09433962264150944}",0.7495161596416939
r960419a_SRB,sweden,1996-04-19,"{'positive': 0.32954545454545453, 'neutral': 0.5227272727272727, 'negative': 0.14772727272727273}",0.9874115308974554
r960706a_SRB,sweden,1996-07-06,"{'positive': 0.15384615384615385, 'neutral': 0.7832167832167832, 'negative': 0.06293706293706294}",0.6534052683371135
r960711a_SRB,sweden,1996-07-11,"{'positive': 0.30597014925373134, 'neutral': 0.5671641791044776, 'negative': 0.12686567164179105}",0.9459232667748407
r960805a_SRB,sweden,1996-08-05,"{'positive': 0.2832369942196532, 'neutral': 0.5086705202312138, 'negative': 0.20809248554913296}",1.027791501631173
r960815a_SRB,sweden,1996-08-15,"{'positive': 0.37681159420289856, 'neutral': 0.5507246376811594, 'negative': 0.07246376811594203}",0.8864836985054956
r960828a_SRB,sweden,1996-08-28,"{'positive': 0.04672897196261682, 'neutral': 0.8878504672897196, 'negative': 0.06542056074766354}",0.4271571960730363
